TargetID	DrugID	Highest_status	MOA
T83011	D04TZI	Investigative	Inhibitor
T83875	D0X8RN	Investigative	Inhibitor
T83011	D0X8RN	Investigative	Inhibitor
T03691	D09BWE	Investigative	Inhibitor
T03691	D0PF9Q	Investigative	Inhibitor
T20251	D0Q8LS	Investigative	Inhibitor
T03691	D0Q8LS	Investigative	Inhibitor
T03691	D09PGC	Investigative	Inhibitor
T03691	D08UIO	Investigative	Inhibitor
T60693	D05ZIH	Investigative	Inhibitor
T58992	D05ZIH	Investigative	Inhibitor
T47768	D05ZIH	Investigative	Inhibitor
T57700	D0P3JW	Investigative	Inhibitor
T53524	D0P3JW	Investigative	Inhibitor
T85943	D0P3JW	Investigative	Inhibitor
T63505	D0P3JW	Investigative	Inhibitor
T65864	D0P3JW	Investigative	Inhibitor
T12499	D0P3JW	Investigative	Inhibitor
T47101	D0P3JW	Investigative	Inhibitor
T59102	D0P3JW	Investigative	Inhibitor
T59328	D0P3JW	Investigative	Inhibitor
T53524	D0S1KJ	Investigative	Inhibitor
T85943	D0S1KJ	Investigative	Inhibitor
T12499	D0S1KJ	Investigative	Inhibitor
T59102	D0S1KJ	Investigative	Inhibitor
T47101	D0S1KJ	Investigative	Inhibitor
T47101	D0GW4Q	Investigative	Inhibitor
T59102	D0GW4Q	Investigative	Inhibitor
T59328	D0GW4Q	Investigative	Inhibitor
T85943	D0GW4Q	Investigative	Inhibitor
T65864	D0GW4Q	Investigative	Inhibitor
T63505	D0GW4Q	Investigative	Inhibitor
T12499	D0GW4Q	Investigative	Inhibitor
T57700	D0GW4Q	Investigative	Inhibitor
T53524	D0GW4Q	Investigative	Inhibitor
T47101	D0Z7GH	Investigative	Inhibitor
T59102	D0Z7GH	Investigative	Inhibitor
T53524	D0Z7GH	Investigative	Inhibitor
T85943	D0Z7GH	Investigative	Inhibitor
T12499	D0Z7GH	Investigative	Inhibitor
T59102	D0OH3J	Investigative	Inhibitor
T27812	D04KZX	Investigative	Inhibitor
T55959	D0R5AD	Investigative	Inhibitor
T21945	D0R5AD	Investigative	Inhibitor
T21945	D0O2LC	Investigative	Inhibitor
T55959	D0O2LC	Investigative	Inhibitor
T21945	D00GDI	Investigative	Inhibitor
T27812	D00GDI	Investigative	Inhibitor
T55959	D00GDI	Investigative	Inhibitor
T55959	D02EKR	Investigative	Inhibitor
T55959	D01RWY	Investigative	Inhibitor
T21945	D01RWY	Investigative	Inhibitor
T55959	D0G1XP	Investigative	Inhibitor
T27812	D0G1XP	Investigative	Inhibitor
T21945	D0G1XP	Investigative	Inhibitor
T55959	D0J5EF	Investigative	Inhibitor
T55959	D0XY9E	Investigative	Inhibitor
T21945	D0XY9E	Investigative	Inhibitor
T27812	D02ZIQ	Investigative	Inhibitor
T55959	D02ZIQ	Investigative	Inhibitor
T21945	D02ZIQ	Investigative	Inhibitor
T55959	D0R8EV	Investigative	Inhibitor
T27812	D0R8EV	Investigative	Inhibitor
T21945	D0R8EV	Investigative	Inhibitor
T55959	D0C0GL	Investigative	Inhibitor
T21945	D0C0GL	Investigative	Inhibitor
T21945	D0V8IZ	Investigative	Inhibitor
T55959	D0V8IZ	Investigative	Inhibitor
T84631	D0J1QT	Investigative	Inhibitor
T45299	D0J1QT	Investigative	Inhibitor
T94033	D0J1QT	Investigative	Inhibitor
T92072	D0B3NZ	Investigative	Inhibitor
T77365	D0B3NZ	Investigative	Inhibitor
T36059	D0NO5E	Investigative	Inhibitor
T92072	D0NO5E	Investigative	Inhibitor
T86679	D0NO5E	Investigative	Inhibitor
T77365	D0NO5E	Investigative	Inhibitor
T65864	D02NKV	Investigative	Inhibitor
T65864	D08BIP	Investigative	Inhibitor
T55959	D09XWL	Investigative	Inhibitor
T21945	D09XWL	Investigative	Inhibitor
T21945	D0U3SB	Investigative	Inhibitor
T55959	D0U3SB	Investigative	Inhibitor
T55959	D0P9EO	Investigative	Inhibitor
T21945	D0P9EO	Investigative	Inhibitor
T55959	D0G0CJ	Investigative	Inhibitor
T21945	D0G0CJ	Investigative	Inhibitor
T21945	D0Y7CS	Investigative	Inhibitor
T55959	D0Y7CS	Investigative	Inhibitor
T27812	D0ZE4C	Investigative	Inhibitor
T55959	D0ZE4C	Investigative	Inhibitor
T21945	D0ZE4C	Investigative	Inhibitor
T55959	D0VY9K	Investigative	Inhibitor
T21945	D0VY9K	Investigative	Inhibitor
T81100	D00HFT	Investigative	Inhibitor
T54771	D00HFT	Investigative	Inhibitor
T81100	D0L8OJ	Investigative	Inhibitor
T54771	D0L8OJ	Investigative	Inhibitor
T54771	D05AZW	Investigative	Inhibitor
T81100	D05AZW	Investigative	Inhibitor
T14834	D03DIV	Investigative	Inhibitor
T14834	D0P9CN	Investigative	Inhibitor
T14834	D09ZUX	Investigative	Inhibitor
T14834	D03FQJ	Investigative	Inhibitor
T14834	D0D2SE	Investigative	Inhibitor
T14834	D05TGU	Investigative	Inhibitor
T64765	D0HF4I	Investigative	Inhibitor
T26500	D01JXM	Investigative	Inhibitor
T64765	D01JXM	Investigative	Inhibitor
T57392	D01JXM	Investigative	Inhibitor
T37848	D01JXM	Investigative	Inhibitor
T64765	D0UO2Z	Investigative	Inhibitor
T64765	D0Q8CE	Investigative	Inhibitor
T64765	D0X5DB	Investigative	Inhibitor
T64765	D0B5SF	Investigative	Inhibitor
T64765	D0M2HC	Investigative	Inhibitor
T64765	D02INJ	Investigative	Inhibitor
T64765	D07TST	Investigative	Inhibitor
T58992	D0N6ZO	Investigative	Inhibitor
T58992	D04EQE	Investigative	Inhibitor
T58992	D06DDA	Investigative	Inhibitor
T58992	D0Q3XK	Investigative	Inhibitor
T58992	D05EXX	Investigative	Inhibitor
T58992	D0UA3E	Investigative	Inhibitor
T58992	D0D4AU	Investigative	Inhibitor
T30687	D0N8UD	Investigative	Inhibitor
T30687	D0D6GI	Investigative	Inhibitor
T30687	D0EG5G	Investigative	Inhibitor
T03691	D07ZJS	Investigative	Inhibitor
T03691	D00TNN	Investigative	Inhibitor
T03691	D0C1XE	Investigative	Inhibitor
T83193	D0Q2ZO	Investigative	Inhibitor
T83193	D08WAW	Investigative	Inhibitor
T83193	D0H6GW	Investigative	Inhibitor
T80975	D0Z7TM	Investigative	Inhibitor
T20251	D0Z7TM	Investigative	Inhibitor
T68547	D0E9DD	Investigative	Inhibitor
T63816	D0E9DD	Investigative	Inhibitor
T63816	D0Q9PO	Investigative	Inhibitor
T68547	D0Q9PO	Investigative	Inhibitor
T68547	D0M1ZI	Investigative	Inhibitor
T63816	D0M1ZI	Investigative	Inhibitor
T92072	D04AGC	Investigative	Inhibitor
T77365	D04AGC	Investigative	Inhibitor
T77365	D09UDF	Investigative	Inhibitor
T92072	D09UDF	Investigative	Inhibitor
T92072	D0UM6O	Investigative	Inhibitor
T77365	D0UM6O	Investigative	Inhibitor
T77365	D0CB9B	Investigative	Inhibitor
T92072	D0CB9B	Investigative	Inhibitor
T77365	D0QN5I	Investigative	Inhibitor
T92072	D0QN5I	Investigative	Inhibitor
T92072	D0J6ME	Investigative	Inhibitor
T77365	D0J6ME	Investigative	Inhibitor
T36059	D0O4KI	Investigative	Inhibitor
T92072	D0O4KI	Investigative	Inhibitor
T86679	D0O4KI	Investigative	Inhibitor
T77365	D0O4KI	Investigative	Inhibitor
T92072	D0Y7AV	Investigative	Inhibitor
T77365	D0Y7AV	Investigative	Inhibitor
T92072	D05TFM	Investigative	Inhibitor
T77365	D05TFM	Investigative	Inhibitor
T92072	D07YKU	Investigative	Inhibitor
T86679	D0P8MK	Investigative	Inhibitor
T77365	D0P8MK	Investigative	Inhibitor
T77365	D0CX7N	Investigative	Inhibitor
T86679	D0CX7N	Investigative	Inhibitor
T92072	D0CX7N	Investigative	Inhibitor
T36059	D0CX7N	Investigative	Inhibitor
T86679	D0W6FC	Investigative	Inhibitor
T77365	D0W6FC	Investigative	Inhibitor
T92072	D0W6FC	Investigative	Inhibitor
T86679	D0E8RA	Investigative	Inhibitor
T77365	D0E8RA	Investigative	Inhibitor
T92072	D0E8RA	Investigative	Inhibitor
T77365	D02RBK	Investigative	Inhibitor
T92072	D02RBK	Investigative	Inhibitor
T77365	D00CJJ	Investigative	Inhibitor
T92072	D00CJJ	Investigative	Inhibitor
T77365	D0O6NS	Investigative	Inhibitor
T77365	D0A0VT	Investigative	Inhibitor
T77365	D0Z2QM	Investigative	Inhibitor
T77365	D00MFV	Investigative	Inhibitor
T86679	D00MFV	Investigative	Inhibitor
T77365	D04YUM	Investigative	Inhibitor
T77365	D0E4UT	Investigative	Inhibitor
T77365	D0OR5V	Investigative	Inhibitor
T77365	D0V7MX	Investigative	Inhibitor
T77365	D0N8RM	Investigative	Inhibitor
T77365	D0C1PS	Investigative	Inhibitor
T77365	D0Q6KO	Investigative	Inhibitor
T77365	D02XPR	Investigative	Inhibitor
T77365	D0S4JI	Investigative	Inhibitor
T77365	D0E2FV	Investigative	Inhibitor
T89529	D0A4ML	Investigative	Inhibitor
T89529	D0Q3KF	Investigative	Inhibitor
T38996	D07RPV	Investigative	Inhibitor
T20401	D0X6IE	Investigative	Inhibitor
T43920	D0X6IE	Investigative	Inhibitor
T13201	D0X6IE	Investigative	Inhibitor
T36059	D0IG5E	Investigative	Inhibitor
T92072	D0IG5E	Investigative	Inhibitor
T86679	D0IG5E	Investigative	Inhibitor
T77365	D0IG5E	Investigative	Inhibitor
T36059	D0JJ6T	Investigative	Inhibitor
T92072	D0JJ6T	Investigative	Inhibitor
T86679	D0JJ6T	Investigative	Inhibitor
T77365	D0JJ6T	Investigative	Inhibitor
T60182	D04IUW	Investigative	Inhibitor
T75517	D0L6RV	Investigative	Inhibitor
T75517	D0V1DW	Investigative	Inhibitor
T75517	D0C3AG	Investigative	Inhibitor
T09960	D06XIC	Investigative	Inhibitor
T37848	D0IB3K	Investigative	Inhibitor
T94033	D0D8AK	Investigative	Inhibitor
T94033	D0M1AC	Investigative	Inhibitor
T94033	D0CF3B	Investigative	Inhibitor
T53585	D0CU3I	Investigative	Inhibitor
T53585	D0NU6K	Investigative	Inhibitor
T53585	D0C8HK	Investigative	Inhibitor
T53585	D09EBV	Investigative	Inhibitor
T53585	D0C5LO	Investigative	Inhibitor
T53585	D09QIA	Investigative	Inhibitor
T53585	D0A6FX	Investigative	Inhibitor
T53585	D01YQX	Investigative	Inhibitor
T53585	D08SKU	Investigative	Inhibitor
T48945	D09PHV	Investigative	Inhibitor
T96144	D03YCW	Investigative	Inhibitor
T96144	D0J8ZH	Investigative	Inhibitor
T03691	D03GON	Investigative	Inhibitor
T20251	D00UIN	Investigative	Inhibitor
T03691	D00UIN	Investigative	Inhibitor
T78709	D00UIN	Investigative	Inhibitor
T43920	D07MTM	Investigative	Inhibitor
T31992	D07MTM	Investigative	Inhibitor
T76685	D03RFS	Investigative	Inhibitor
T76685	D0J3XJ	Investigative	Inhibitor
T37693	D0J3XJ	Investigative	Inhibitor
T76685	D0V2NQ	Investigative	Inhibitor
T37693	D0Z5CX	Investigative	Inhibitor
T76685	D0Z5CX	Investigative	Inhibitor
T83813	D07DQO	Investigative	Inhibitor
T89360	D0T4UE	Investigative	Inhibitor
T97713	D0T4UE	Investigative	Inhibitor
T93509	D05LMD	Investigative	Inhibitor
T93509	D09EJG	Investigative	Inhibitor
T93509	D0I2HH	Investigative	Inhibitor
T14834	D0R3AA	Investigative	Inhibitor
T14834	D0U2QY	Investigative	Inhibitor
T14834	D05MUN	Investigative	Inhibitor
T14834	D08SIJ	Investigative	Inhibitor
T14834	D06XFP	Investigative	Inhibitor
T14834	D0U2GX	Investigative	Inhibitor
T14834	D0F4WJ	Investigative	Inhibitor
T14834	D09CVD	Investigative	Inhibitor
T19160	D02AYI	Investigative	Inhibitor
T03691	D02AYI	Investigative	Inhibitor
T03691	D0C8MT	Investigative	Inhibitor
T41955	D0C8MT	Investigative	Inhibitor
T47101	D0OH3J	Investigative	Inhibitor
T53524	D0OH3J	Investigative	Inhibitor
T85943	D0OH3J	Investigative	Inhibitor
T12499	D0OH3J	Investigative	Inhibitor
T53524	D0D5EW	Investigative	Inhibitor
T85943	D0D5EW	Investigative	Inhibitor
T12499	D0D5EW	Investigative	Inhibitor
T59328	D0D5EW	Investigative	Inhibitor
T47101	D0D5EW	Investigative	Inhibitor
T59102	D0D5EW	Investigative	Inhibitor
T77764	D0A7FQ	Investigative	Inhibitor
T64682	D0A7FQ	Investigative	Inhibitor
T12499	D0A7FQ	Investigative	Inhibitor
T97592	D0CE3R	Investigative	Inhibitor
T85943	D0CE3R	Investigative	Inhibitor
T12499	D0CE3R	Investigative	Inhibitor
T38875	D0CE3R	Investigative	Inhibitor
T77764	D0CE3R	Investigative	Inhibitor
T70176	D07OAT	Investigative	Inhibitor
T58470	D07OAT	Investigative	Inhibitor
T92463	D0GT8N	Investigative	Inhibitor
T40097	D0GT8N	Investigative	Inhibitor
T20669	D0GT8N	Investigative	Inhibitor
T85943	D0GT8N	Investigative	Inhibitor
T12499	D0GT8N	Investigative	Inhibitor
T13260	D0F8IB	Investigative	Inhibitor
T52297	D07XLQ	Investigative	Inhibitor
T13714	D0R8LN	Investigative	Inhibitor
T52297	D0R8LN	Investigative	Inhibitor
T52297	D0X2HK	Investigative	Inhibitor
T52297	D0L1CX	Investigative	Inhibitor
T30082	D0A0FK	Investigative	Inhibitor
T63414	D05DLI	Investigative	Inhibitor
T40332	D0H8EO	Investigative	Inhibitor
T40332	D0Z7LS	Investigative	Inhibitor
T40332	D0A5ZF	Investigative	Inhibitor
T40332	D03STO	Investigative	Inhibitor
T40332	D04ODG	Investigative	Inhibitor
T40332	D0MQ8A	Investigative	Inhibitor
T40332	D0B4WZ	Investigative	Inhibitor
T40332	D06JMS	Investigative	Inhibitor
T40332	D07HLC	Investigative	Inhibitor
T30372	D0L7GI	Investigative	Inhibitor
T30372	D07XQR	Investigative	Inhibitor
T30372	D04FMU	Investigative	Inhibitor
T30372	D08DEG	Investigative	Inhibitor
T89529	D0H1WV	Investigative	Inhibitor
T89529	D0D8QO	Investigative	Inhibitor
T89529	D01NUT	Investigative	Inhibitor
T89529	D09WED	Investigative	Inhibitor
T89529	D0E1ZS	Investigative	Inhibitor
T89529	D08VRV	Investigative	Inhibitor
T77913	D0I0UW	Investigative	Inhibitor
T20251	D0I0UW	Investigative	Inhibitor
T20251	D04MLU	Investigative	Inhibitor
T77913	D08TBU	Investigative	Inhibitor
T30727	D0Y5IQ	Investigative	Inhibitor
T27602	D0Y5IQ	Investigative	Inhibitor
T67102	D0Y5IQ	Investigative	Inhibitor
T22839	D0Y5IQ	Investigative	Inhibitor
T89034	D0Y5IQ	Investigative	Inhibitor
T14558	D0Y5IQ	Investigative	Inhibitor
T03500	D0L6ND	Investigative	Inhibitor
T54771	D01DIQ	Investigative	Inhibitor
T81100	D01DIQ	Investigative	Inhibitor
T54771	D0I2FC	Investigative	Inhibitor
T81100	D0I2FC	Investigative	Inhibitor
T65116	D08DXA	Investigative	Inhibitor
T93515	D08DXA	Investigative	Inhibitor
T93515	D06GQY	Investigative	Inhibitor
T58298	D06GQY	Investigative	Inhibitor
T65116	D06GQY	Investigative	Inhibitor
T92072	D0N0OE	Investigative	Inhibitor
T84621	D0X0IH	Investigative	Inhibitor
T89041	D05QPR	Investigative	Inhibitor
T84621	D05QPR	Investigative	Inhibitor
T89041	D03VRC	Investigative	Inhibitor
T84621	D03VRC	Investigative	Inhibitor
T84621	D0N8QD	Investigative	Inhibitor
T84621	D0HL9S	Investigative	Inhibitor
T84621	D08HHA	Investigative	Inhibitor
T84621	D0S4WQ	Investigative	Inhibitor
T84621	D07JMO	Investigative	Inhibitor
T84621	D08WHC	Investigative	Inhibitor
T84621	D0C7YL	Investigative	Inhibitor
T84621	D03CWL	Investigative	Inhibitor
T84621	D0D8KN	Investigative	Inhibitor
T84621	D0PH1G	Investigative	Inhibitor
T84621	D0AK9S	Investigative	Inhibitor
T84621	D08YGW	Investigative	Inhibitor
T84621	D0Q8KM	Investigative	Inhibitor
T84621	D06NFC	Investigative	Inhibitor
T84621	D0W8IZ	Investigative	Inhibitor
T84621	D07DQJ	Investigative	Inhibitor
T84621	D0T8JU	Investigative	Inhibitor
T03691	D00FDS	Investigative	Inhibitor
T03691	D05NXQ	Investigative	Inhibitor
T03691	D0H9NZ	Investigative	Inhibitor
T92072	D0Z7BC	Investigative	Inhibitor
T84040	D05CRM	Investigative	Inhibitor
T84040	D0O3FC	Investigative	Inhibitor
T84040	D03LVI	Investigative	Inhibitor
T84040	D06OLJ	Investigative	Inhibitor
T84040	D02XOP	Investigative	Inhibitor
T84040	D06IOP	Investigative	Inhibitor
T84040	D0YI4T	Investigative	Inhibitor
T84040	D04PKE	Investigative	Inhibitor
T13260	D0I2UE	Investigative	Inhibitor
T13260	D0F4WQ	Investigative	Inhibitor
T13260	D0V3MV	Investigative	Inhibitor
T13260	D0W9ZC	Investigative	Inhibitor
T13260	D0F5AC	Investigative	Inhibitor
T13260	D0HC9U	Investigative	Inhibitor
T89041	D01SZX	Investigative	Inhibitor
T13260	D01SZX	Investigative	Inhibitor
T13260	D08TKB	Investigative	Inhibitor
T13260	D0K5JU	Investigative	Inhibitor
T13260	D0AW7Q	Investigative	Inhibitor
T67103	D0R9AD	Investigative	Inhibitor
T23355	D0R9AD	Investigative	Inhibitor
T80896	D06DDT	Investigative	Inhibitor
T89534	D06DDT	Investigative	Inhibitor
T80896	D05PNP	Investigative	Inhibitor
T80782	D02NZG	Investigative	Inhibitor
T80782	D0K7FA	Investigative	Inhibitor
T80782	D0R0XY	Investigative	Inhibitor
T77365	D07YKU	Investigative	Inhibitor
T92072	D04XLX	Investigative	Inhibitor
T77365	D04XLX	Investigative	Inhibitor
T77365	D05ZRR	Investigative	Inhibitor
T92072	D05ZRR	Investigative	Inhibitor
T92072	D08AXT	Investigative	Inhibitor
T77365	D08AXT	Investigative	Inhibitor
T92072	D02NBB	Investigative	Inhibitor
T77365	D02NBB	Investigative	Inhibitor
T77365	D00MPA	Investigative	Inhibitor
T92072	D00MPA	Investigative	Inhibitor
T92072	D0W5CZ	Investigative	Inhibitor
T77365	D0W5CZ	Investigative	Inhibitor
T41141	D0B4JS	Investigative	Inhibitor
T61746	D03JYN	Investigative	Inhibitor
T41141	D03JYN	Investigative	Inhibitor
T76685	D0K8MN	Investigative	Inhibitor
T37693	D0K8MN	Investigative	Inhibitor
T37693	D03SCD	Investigative	Inhibitor
T65200	D04WVV	Investigative	Inhibitor
T65200	D00PSW	Investigative	Inhibitor
T67818	D09DLY	Investigative	Inhibitor
T79068	D08KWS	Investigative	Inhibitor
T79068	D0G7MC	Investigative	Inhibitor
T79068	D0K9LT	Investigative	Inhibitor
T79068	D0K9LV	Investigative	Inhibitor
T79068	D0P9AP	Investigative	Inhibitor
T79068	D08VHO	Investigative	Inhibitor
T79068	D09JHY	Investigative	Inhibitor
T79068	D0X8JE	Investigative	Inhibitor
T79068	D0M0EE	Investigative	Inhibitor
T14263	D07RPV	Investigative	Inhibitor
T39078	D0A4LH	Investigative	Inhibitor
T76914	D0R9CF	Investigative	Inhibitor
T39078	D0R9CF	Investigative	Inhibitor
T17569	D0R9CF	Investigative	Inhibitor
T39078	D05RLR	Investigative	Inhibitor
T20251	D0DM6F	Investigative	Inhibitor
T20251	D05KUM	Investigative	Inhibitor
T16117	D07PYV	Investigative	Inhibitor
T16117	D0W9UV	Investigative	Inhibitor
T59328	D0ZT9D	Investigative	Inhibitor
T31479	D0L3IQ	Investigative	Inhibitor
T31479	D05SQA	Investigative	Inhibitor
T31479	D0H1JX	Investigative	Inhibitor
T31479	D02COQ	Investigative	Inhibitor
T31479	D0B9VV	Investigative	Inhibitor
T19160	D0B9VV	Investigative	Inhibitor
T19160	D02IVU	Investigative	Inhibitor
T31479	D02IVU	Investigative	Inhibitor
T19160	D03BAB	Investigative	Inhibitor
T31479	D03BAB	Investigative	Inhibitor
T96144	D0O2CH	Investigative	Inhibitor
T09960	D01LRC	Investigative	Inhibitor
T57392	D0S6NP	Investigative	Inhibitor
T03691	D0SZ9E	Investigative	Inhibitor
T84631	D07HWB	Investigative	Inhibitor
T94033	D07HWB	Investigative	Inhibitor
T84631	D0I1UF	Investigative	Inhibitor
T94033	D0I1UF	Investigative	Inhibitor
T84631	D0E6SO	Investigative	Inhibitor
T67619	D0RZ1H	Investigative	Inhibitor
T59626	D0F4EL	Investigative	Inhibitor
T59626	D00HYO	Investigative	Inhibitor
T16042	D0I6ZS	Investigative	Inhibitor
T35527	D0I6ZS	Investigative	Inhibitor
T16042	D03NLE	Investigative	Inhibitor
T16042	D0A5BH	Investigative	Inhibitor
T09215	D0A5BH	Investigative	Inhibitor
T16042	D0M9VY	Investigative	Inhibitor
T09215	D0M9VY	Investigative	Inhibitor
T16042	D0A8OW	Investigative	Inhibitor
T16042	D07JRW	Investigative	Inhibitor
T35527	D07JRW	Investigative	Inhibitor
T93566	D07EAJ	Investigative	Inhibitor
T16042	D07EAJ	Investigative	Inhibitor
T16042	D02LUF	Investigative	Inhibitor
T35527	D02LUF	Investigative	Inhibitor
T16042	D0K0QU	Investigative	Inhibitor
T35527	D0K0QU	Investigative	Inhibitor
T35527	D0H8FG	Investigative	Inhibitor
T16042	D0H8FG	Investigative	Inhibitor
T35527	D0W5DZ	Investigative	Inhibitor
T16042	D0W5DZ	Investigative	Inhibitor
T93566	D07BXV	Investigative	Inhibitor
T16042	D07BXV	Investigative	Inhibitor
T35527	D07BXV	Investigative	Inhibitor
T35527	D0M6KL	Investigative	Inhibitor
T76685	D0D7OR	Investigative	Inhibitor
T37693	D0D7OR	Investigative	Inhibitor
T11754	D06BGU	Investigative	Inhibitor
T11754	D01IGL	Investigative	Inhibitor
T11754	D01ZUN	Investigative	Inhibitor
T11754	D0W0XK	Investigative	Inhibitor
T11754	D0G2CY	Investigative	Inhibitor
T14834	D0B2RW	Investigative	Inhibitor
T14834	D0U1YU	Investigative	Inhibitor
T14834	D0K2PI	Investigative	Inhibitor
T14834	D05BTF	Investigative	Inhibitor
T14834	D0ND4N	Investigative	Inhibitor
T14834	D06OXA	Investigative	Inhibitor
T14834	D07TCK	Investigative	Inhibitor
T14834	D0K0HD	Investigative	Inhibitor
T14834	D07QSM	Investigative	Inhibitor
T14834	D0Q1LD	Investigative	Inhibitor
T14834	D01GZV	Investigative	Inhibitor
T14834	D0PP8T	Investigative	Inhibitor
T14834	D05TZP	Investigative	Inhibitor
T72444	D0A0CZ	Investigative	Inhibitor
T72444	D0W7JJ	Investigative	Inhibitor
T72444	D0OL2D	Investigative	Inhibitor
T72444	D0K1CU	Investigative	Inhibitor
T72444	D0I7IH	Investigative	Inhibitor
T72444	D0MF1G	Investigative	Inhibitor
T72444	D0J3DB	Investigative	Inhibitor
T72444	D0W0IX	Investigative	Inhibitor
T64765	D0G5DU	Investigative	Inhibitor
T64765	D0ZY8V	Investigative	Inhibitor
T64765	D07UCE	Investigative	Inhibitor
T64765	D09JSA	Investigative	Inhibitor
T78198	D0T7LB	Investigative	Inhibitor
T78198	D07BGQ	Investigative	Inhibitor
T78198	D0R5RF	Investigative	Inhibitor
T78198	D0E6BI	Investigative	Inhibitor
T63414	D02TNK	Investigative	Inhibitor
T10897	D0O7DP	Investigative	Inhibitor
T30082	D09JZY	Investigative	Inhibitor
T30082	D03KMG	Investigative	Inhibitor
T13260	D0P5ZV	Investigative	Inhibitor
T13260	D0M4CX	Investigative	Inhibitor
T13260	D0R2YN	Investigative	Inhibitor
T13260	D09MYQ	Investigative	Inhibitor
T14834	D00GQP	Investigative	Inhibitor
T14834	D05GUD	Investigative	Inhibitor
T20401	D0W9VC	Investigative	Inhibitor
T13201	D0W9VC	Investigative	Inhibitor
T43920	D0W9VC	Investigative	Inhibitor
T13201	D01ISX	Investigative	Inhibitor
T43920	D01ISX	Investigative	Inhibitor
T20401	D01ISX	Investigative	Inhibitor
T43920	D0O0UE	Investigative	Inhibitor
T13201	D0O0UE	Investigative	Inhibitor
T20401	D0O0UE	Investigative	Inhibitor
T43920	D06XNT	Investigative	Inhibitor
T13201	D06XNT	Investigative	Inhibitor
T20401	D06XNT	Investigative	Inhibitor
T20401	D09LWR	Investigative	Inhibitor
T43920	D09LWR	Investigative	Inhibitor
T13201	D09LWR	Investigative	Inhibitor
T20401	D0O9VU	Investigative	Inhibitor
T13201	D0O9VU	Investigative	Inhibitor
T43920	D0O9VU	Investigative	Inhibitor
T43920	D0A3JR	Investigative	Inhibitor
T13201	D0A3JR	Investigative	Inhibitor
T20401	D0A3JR	Investigative	Inhibitor
T89529	D08GEN	Investigative	Inhibitor
T10897	D0O3TT	Investigative	Inhibitor
T94033	D0H5WV	Investigative	Inhibitor
T94033	D0V7RD	Investigative	Inhibitor
T94033	D01NEZ	Investigative	Inhibitor
T49072	D0T0RI	Investigative	Inhibitor
T49072	D07JDU	Investigative	Inhibitor
T47768	D0KQ8A	Investigative	Inhibitor
T47768	D0J5IR	Investigative	Inhibitor
T47768	D0W3PR	Investigative	Inhibitor
T47768	D0F8CD	Investigative	Inhibitor
T47768	D0R6VX	Investigative	Inhibitor
T47768	D0IQ0S	Investigative	Inhibitor
T27812	D0A7GW	Investigative	Inhibitor
T20251	D0A7GW	Investigative	Inhibitor
T27812	D0X8GC	Investigative	Inhibitor
T27812	D0NM1F	Investigative	Inhibitor
T21945	D0NM1F	Investigative	Inhibitor
T27812	D01JYY	Investigative	Inhibitor
T20251	D01JYY	Investigative	Inhibitor
T55959	D01JYY	Investigative	Inhibitor
T21945	D01JYY	Investigative	Inhibitor
T21945	D0W9JK	Investigative	Inhibitor
T27812	D0W9JK	Investigative	Inhibitor
T21945	D09BYB	Investigative	Inhibitor
T55959	D09BYB	Investigative	Inhibitor
T55959	D02NUR	Investigative	Inhibitor
T35734	D02YEE	Investigative	Inhibitor
T35734	D0P3WB	Investigative	Inhibitor
T35734	D0B3GP	Investigative	Inhibitor
T72295	D0U9YY	Investigative	Inhibitor
T84621	D0L2QD	Investigative	Inhibitor
T84621	D07EJK	Investigative	Inhibitor
T84621	D08ORG	Investigative	Inhibitor
T84621	D06RSD	Investigative	Inhibitor
T84621	D0NV7W	Investigative	Inhibitor
T84621	D0I2UH	Investigative	Inhibitor
T84621	D00PXF	Investigative	Inhibitor
T84621	D02PSL	Investigative	Inhibitor
T84621	D0P1UO	Investigative	Inhibitor
T84621	D0V6QN	Investigative	Inhibitor
T84621	D0JE1I	Investigative	Inhibitor
T13453	D02JQP	Investigative	Inhibitor
T78581	D02JQP	Investigative	Inhibitor
T13453	D00RWP	Investigative	Inhibitor
T78581	D00RWP	Investigative	Inhibitor
T13453	D0PY7O	Investigative	Inhibitor
T78581	D0PY7O	Investigative	Inhibitor
T78581	D0T6CU	Investigative	Inhibitor
T13453	D0T6CU	Investigative	Inhibitor
T33489	D0I4LL	Investigative	Inhibitor
T13260	D0I5PY	Investigative	Inhibitor
T13453	D0Q3CB	Investigative	Inhibitor
T78581	D0Q3CB	Investigative	Inhibitor
T13453	D0SV5D	Investigative	Inhibitor
T78581	D0SV5D	Investigative	Inhibitor
T78581	D0Z7QU	Investigative	Inhibitor
T13453	D0Z7QU	Investigative	Inhibitor
T13453	D0H4DF	Investigative	Inhibitor
T78581	D0H4DF	Investigative	Inhibitor
T13453	D0D3CG	Investigative	Inhibitor
T78581	D0D3CG	Investigative	Inhibitor
T78581	D07NOJ	Investigative	Inhibitor
T13453	D07NOJ	Investigative	Inhibitor
T73992	D0L7AT	Investigative	Inhibitor
T73992	D0H0SE	Investigative	Inhibitor
T73992	D08UYP	Investigative	Inhibitor
T73992	D0S0BN	Investigative	Inhibitor
T73992	D08MZY	Investigative	Inhibitor
T73992	D0WA9S	Investigative	Inhibitor
T64591	D02OYL	Investigative	Inhibitor
