TargetID	DrugID	Highest_status	MOA
T83813	D0T8UR	Investigative	Inhibitor
T31204	D0T8UR	Investigative	Inhibitor
T32060	D0T8UR	Investigative	Inhibitor
T83813	D0W8EB	Investigative	Inhibitor
T32060	D0W8EB	Investigative	Inhibitor
T31204	D0W8EB	Investigative	Inhibitor
T83813	D08GJS	Investigative	Inhibitor
T64567	D04CVC	Investigative	Inhibitor
T06569	D04CVC	Investigative	Inhibitor
T43920	D0YU8J	Investigative	Inhibitor
T53378	D0YU8J	Investigative	Inhibitor
T13201	D0YU8J	Investigative	Inhibitor
T31992	D0YU8J	Investigative	Inhibitor
T64567	D0YU8J	Investigative	Inhibitor
T06569	D0YU8J	Investigative	Inhibitor
T16987	D0YU8J	Investigative	Inhibitor
T20401	D0YU8J	Investigative	Inhibitor
T13201	D0P6AM	Investigative	Inhibitor
T53378	D0P6AM	Investigative	Inhibitor
T43920	D0P6AM	Investigative	Inhibitor
T20401	D0P6AM	Investigative	Inhibitor
T16987	D0P6AM	Investigative	Inhibitor
T64567	D0P6AM	Investigative	Inhibitor
T06569	D0P6AM	Investigative	Inhibitor
T31992	D0P6AM	Investigative	Inhibitor
T64567	D01STY	Investigative	Inhibitor
T06569	D01STY	Investigative	Inhibitor
T31992	D01STY	Investigative	Inhibitor
T20401	D01STY	Investigative	Inhibitor
T16987	D01STY	Investigative	Inhibitor
T53378	D01STY	Investigative	Inhibitor
T43920	D01STY	Investigative	Inhibitor
T13201	D01STY	Investigative	Inhibitor
T64567	D0M3PO	Investigative	Inhibitor
T06569	D0M3PO	Investigative	Inhibitor
T31992	D0M3PO	Investigative	Inhibitor
T20401	D0M3PO	Investigative	Inhibitor
T16987	D0M3PO	Investigative	Inhibitor
T43920	D0M3PO	Investigative	Inhibitor
T53378	D0M3PO	Investigative	Inhibitor
T02703	D0I3ZP	Investigative	Inhibitor
T16117	D0I3ZP	Investigative	Inhibitor
T06046	D0I3ZP	Investigative	Inhibitor
T02703	D02TYS	Investigative	Inhibitor
T16117	D02TYS	Investigative	Inhibitor
T06046	D02TYS	Investigative	Inhibitor
T58589	D05TZN	Investigative	Inhibitor
T06273	D0U5WY	Investigative	Inhibitor
T99204	D0XQ2T	Investigative	Inhibitor
T93105	D0XQ2T	Investigative	Inhibitor
T99840	D0XQ2T	Investigative	Inhibitor
T93105	D09HAD	Investigative	Inhibitor
T99204	D09HAD	Investigative	Inhibitor
T99840	D09HAD	Investigative	Inhibitor
T99840	D06TPT	Investigative	Inhibitor
T99204	D06TPT	Investigative	Inhibitor
T93105	D06TPT	Investigative	Inhibitor
T93105	D0V7YM	Investigative	Inhibitor
T99204	D0V7YM	Investigative	Inhibitor
T99840	D0V7YM	Investigative	Inhibitor
T02551	D0T1TU	Investigative	Inhibitor
T67162	D0T1TU	Investigative	Inhibitor
T22118	D0T1TU	Investigative	Inhibitor
T02551	D07RYR	Investigative	Inhibitor
T46828	D07RYR	Investigative	Inhibitor
T22118	D07RYR	Investigative	Inhibitor
T24983	D07RYR	Investigative	Inhibitor
T72458	D0A8ME	Investigative	Inhibitor
T35842	D0A8ME	Investigative	Inhibitor
T35842	D0ZD3M	Investigative	Inhibitor
T72458	D0ZD3M	Investigative	Inhibitor
T76846	D0ZD3M	Investigative	Inhibitor
T76846	D09OMI	Investigative	Inhibitor
T35842	D09OMI	Investigative	Inhibitor
T72458	D09OMI	Investigative	Inhibitor
T76846	D05XRI	Investigative	Inhibitor
T72458	D05XRI	Investigative	Inhibitor
T35842	D05XRI	Investigative	Inhibitor
T76846	D07DWH	Investigative	Inhibitor
T72458	D07DWH	Investigative	Inhibitor
T35842	D07DWH	Investigative	Inhibitor
T35734	D0T9ZN	Investigative	Inhibitor
T35734	D07TOI	Investigative	Inhibitor
T35734	D0XG0G	Investigative	Inhibitor
T35734	D06RJQ	Investigative	Inhibitor
T80975	D02RWK	Investigative	Inhibitor
T07173	D02RWK	Investigative	Inhibitor
T35734	D06DZO	Investigative	Inhibitor
T35734	D0U6TM	Investigative	Inhibitor
T35734	D08RPW	Investigative	Inhibitor
T35734	D04PNC	Investigative	Inhibitor
T35734	D0K6GX	Investigative	Inhibitor
T35734	D0B0ES	Investigative	Inhibitor
T35734	D08IBD	Investigative	Inhibitor
T35734	D09FEC	Investigative	Inhibitor
T35734	D0K6OL	Investigative	Inhibitor
T35734	D0S3KS	Investigative	Inhibitor
T35734	D0C5GW	Investigative	Inhibitor
T35734	D08YJF	Investigative	Inhibitor
T35734	D07QNN	Investigative	Inhibitor
T32060	D08GJS	Investigative	Inhibitor
T31204	D08GJS	Investigative	Inhibitor
T83813	D07LHD	Investigative	Inhibitor
T26623	D0Y7PW	Investigative	Inhibitor
T26623	D0R7IJ	Investigative	Inhibitor
T26623	D02AAH	Investigative	Inhibitor
T26623	D06YQS	Investigative	Inhibitor
T26623	D0XD1Q	Investigative	Inhibitor
T26623	D03YBR	Investigative	Inhibitor
T47094	D0A1DE	Investigative	Inhibitor
T77913	D0A1DE	Investigative	Inhibitor
T74456	D04SVT	Investigative	Inhibitor
T09909	D04SVT	Investigative	Inhibitor
T36059	D00HVX	Investigative	Inhibitor
T36059	D08AJS	Investigative	Inhibitor
T92072	D08AJS	Investigative	Inhibitor
T77365	D0PU6F	Investigative	Inhibitor
T92072	D0PU6F	Investigative	Inhibitor
T36059	D0PU6F	Investigative	Inhibitor
T36059	D09VRX	Investigative	Inhibitor
T77365	D09VRX	Investigative	Inhibitor
T92072	D09VRX	Investigative	Inhibitor
T36059	D0N1PT	Investigative	Inhibitor
T13201	D0M3PO	Investigative	Inhibitor
T60182	D0V9BB	Investigative	Inhibitor
T43920	D0VD7H	Investigative	Inhibitor
T53378	D0VD7H	Investigative	Inhibitor
T16987	D0VD7H	Investigative	Inhibitor
T20401	D0VD7H	Investigative	Inhibitor
T31992	D0VD7H	Investigative	Inhibitor
T64567	D0VD7H	Investigative	Inhibitor
T06569	D0VD7H	Investigative	Inhibitor
T20401	D0XL5K	Investigative	Inhibitor
T13201	D0XL5K	Investigative	Inhibitor
T43920	D0XL5K	Investigative	Inhibitor
T31992	D05XZM	Investigative	Inhibitor
T06569	D05XZM	Investigative	Inhibitor
T64567	D05XZM	Investigative	Inhibitor
T16987	D05XZM	Investigative	Inhibitor
T20401	D05XZM	Investigative	Inhibitor
T43920	D05XZM	Investigative	Inhibitor
T13201	D05XZM	Investigative	Inhibitor
T15739	D0F1SN	Investigative	Inhibitor
T10937	D0F1SN	Investigative	Inhibitor
T16987	D04VLI	Investigative	Inhibitor
T20401	D04VLI	Investigative	Inhibitor
T31992	D04VLI	Investigative	Inhibitor
T06569	D04VLI	Investigative	Inhibitor
T64567	D04VLI	Investigative	Inhibitor
T43920	D04VLI	Investigative	Inhibitor
T69912	D0A1SO	Investigative	Inhibitor
T67162	D0R8UU	Investigative	Inhibitor
T24983	D0R8UU	Investigative	Inhibitor
T22118	D0R8UU	Investigative	Inhibitor
T46828	D0R8UU	Investigative	Inhibitor
T02551	D0R8UU	Investigative	Inhibitor
T46828	D01ENR	Investigative	Inhibitor
T24983	D01ENR	Investigative	Inhibitor
T22118	D01ENR	Investigative	Inhibitor
T46828	D0E1RX	Investigative	Inhibitor
T02551	D0E1RX	Investigative	Inhibitor
T67162	D0E1RX	Investigative	Inhibitor
T24983	D0E1RX	Investigative	Inhibitor
T22118	D0E1RX	Investigative	Inhibitor
T02551	D08TCX	Investigative	Inhibitor
T16042	D0X4CI	Investigative	Inhibitor
T35527	D0X4CI	Investigative	Inhibitor
T35527	D03YMX	Investigative	Inhibitor
T16042	D03YMX	Investigative	Inhibitor
T16042	D0F1VR	Investigative	Inhibitor
T16042	D0NU1W	Investigative	Inhibitor
T16042	D0NQ7I	Investigative	Inhibitor
T35527	D0A3QB	Investigative	Inhibitor
T16042	D0A3QB	Investigative	Inhibitor
T03818	D0Z2CY	Investigative	Inhibitor
T13260	D0S9YX	Investigative	Inhibitor
T01943	D0S9YX	Investigative	Inhibitor
T16514	D0S9YX	Investigative	Inhibitor
T89534	D0X7DJ	Investigative	Inhibitor
T80896	D0X7DJ	Investigative	Inhibitor
T89534	D0V6KJ	Investigative	Inhibitor
T80896	D0V6KJ	Investigative	Inhibitor
T89534	D02OKF	Investigative	Inhibitor
T80896	D02OKF	Investigative	Inhibitor
T89534	D0P6FN	Investigative	Inhibitor
T80896	D0P6FN	Investigative	Inhibitor
T89534	D01GPY	Investigative	Inhibitor
T80896	D01GPY	Investigative	Inhibitor
T89534	D0X4VN	Investigative	Inhibitor
T80896	D0X4VN	Investigative	Inhibitor
T89534	D0K6TE	Investigative	Inhibitor
T80896	D0K6TE	Investigative	Inhibitor
T80896	D0MY8V	Investigative	Inhibitor
T89534	D0MY8V	Investigative	Inhibitor
T89534	D0FD6Z	Investigative	Inhibitor
T80896	D0FD6Z	Investigative	Inhibitor
T89534	D08VDX	Investigative	Inhibitor
T80896	D08VDX	Investigative	Inhibitor
T89534	D05FUY	Investigative	Inhibitor
T80896	D05FUY	Investigative	Inhibitor
T80896	D07LUI	Investigative	Inhibitor
T92072	D0N1PT	Investigative	Inhibitor
T77365	D0OX0V	Investigative	Inhibitor
T92072	D0OX0V	Investigative	Inhibitor
T36059	D0OX0V	Investigative	Inhibitor
T36059	D0NF3E	Investigative	Inhibitor
T36059	D00YXE	Investigative	Inhibitor
T36059	D0D4NS	Investigative	Inhibitor
T26500	D0H2KD	Investigative	Inhibitor
T64765	D0H2KD	Investigative	Inhibitor
T59102	D05WTI	Investigative	Inhibitor
T59102	D0YZ7H	Investigative	Inhibitor
T17980	D0YZ7H	Investigative	Inhibitor
T85943	D0YZ7H	Investigative	Inhibitor
T63505	D0YZ7H	Investigative	Inhibitor
T12499	D0YZ7H	Investigative	Inhibitor
T53524	D0YZ7H	Investigative	Inhibitor
T76904	D0C0OT	Investigative	Inhibitor
T76904	D0M3PG	Investigative	Inhibitor
T76904	D0HW3Y	Investigative	Inhibitor
T14731	D0E1QP	Investigative	Inhibitor
T60857	D03POE	Investigative	Inhibitor
T60857	D0DF1Z	Investigative	Inhibitor
T43920	D0Z1HY	Investigative	Inhibitor
T13201	D0Z1HY	Investigative	Inhibitor
T06569	D0Z1HY	Investigative	Inhibitor
T64567	D0Z1HY	Investigative	Inhibitor
T20401	D0Z1HY	Investigative	Inhibitor
T64567	D0TY8X	Investigative	Inhibitor
T06569	D0TY8X	Investigative	Inhibitor
T20401	D0TY8X	Investigative	Inhibitor
T31204	D0S8KA	Investigative	Inhibitor
T83813	D0S8KA	Investigative	Inhibitor
T51191	D05LLX	Investigative	Inhibitor
T94324	D05LLX	Investigative	Inhibitor
T28887	D05LLX	Investigative	Inhibitor
T68547	D05LLX	Investigative	Inhibitor
T22274	D05LLX	Investigative	Inhibitor
T63816	D05LLX	Investigative	Inhibitor
T65755	D05LLX	Investigative	Inhibitor
T58470	D02ZYA	Investigative	Inhibitor
T70176	D02ZYA	Investigative	Inhibitor
T94324	D0S7WQ	Investigative	Inhibitor
T51191	D0S7WQ	Investigative	Inhibitor
T28887	D0S7WQ	Investigative	Inhibitor
T65755	D0S7WQ	Investigative	Inhibitor
T63816	D0S7WQ	Investigative	Inhibitor
T22274	D0S7WQ	Investigative	Inhibitor
T68547	D0S7WQ	Investigative	Inhibitor
T61622	D0Q3IE	Investigative	Inhibitor
T61622	D0K0OY	Investigative	Inhibitor
T59102	D09LPL	Investigative	Inhibitor
T53524	D09LPL	Investigative	Inhibitor
T63966	D09LPL	Investigative	Inhibitor
T80975	D09LPL	Investigative	Inhibitor
T48268	D0H6YF	Investigative	Inhibitor
T75498	D0H6YF	Investigative	Inhibitor
T59328	D03ATU	Investigative	Inhibitor
T61622	D08BRJ	Investigative	Inhibitor
T76396	D06DSE	Investigative	Inhibitor
T86428	D06DSE	Investigative	Inhibitor
T13127	D06DSE	Investigative	Inhibitor
T61622	D01FJQ	Investigative	Inhibitor
T93262	D0L8HO	Investigative	Inhibitor
T23995	D0L8HO	Investigative	Inhibitor
T98459	D0L8HO	Investigative	Inhibitor
T12808	D0L8HO	Investigative	Inhibitor
T40276	D0L8HO	Investigative	Inhibitor
T59190	D0L8HO	Investigative	Inhibitor
T55729	D0L8HO	Investigative	Inhibitor
T65864	D0L8HO	Investigative	Inhibitor
T67619	D0L8HO	Investigative	Inhibitor
T12499	D0L8HO	Investigative	Inhibitor
T47107	D0L8HO	Investigative	Inhibitor
T08813	D0L8HO	Investigative	Inhibitor
T49898	D0L8HO	Investigative	Inhibitor
T14731	D0L8HO	Investigative	Inhibitor
T40097	D0L8HO	Investigative	Inhibitor
T59626	D07EGC	Investigative	Inhibitor
T16117	D0N3HU	Investigative	Inhibitor
T02703	D0N3HU	Investigative	Inhibitor
T06046	D0N3HU	Investigative	Inhibitor
T06046	D03CAJ	Investigative	Inhibitor
T02703	D03CAJ	Investigative	Inhibitor
T16117	D03CAJ	Investigative	Inhibitor
T16117	D0LB9U	Investigative	Inhibitor
T02703	D0LB9U	Investigative	Inhibitor
T59626	D0ZB8S	Investigative	Inhibitor
T16117	D01YNT	Investigative	Inhibitor
T02703	D01YNT	Investigative	Inhibitor
T20251	D01IWD	Investigative	Inhibitor
T70977	D0N4WB	Investigative	Inhibitor
T94479	D0N4WB	Investigative	Inhibitor
T02703	D07BLJ	Investigative	Inhibitor
T92072	D0H2VA	Investigative	Inhibitor
T16691	D0Q7AF	Investigative	Inhibitor
T28713	D00MLE	Investigative	Inhibitor
T28713	D0D3AS	Investigative	Inhibitor
T51282	D01WIH	Investigative	Inhibitor
T58970	D0Q1AC	Investigative	Inhibitor
T65864	D04CRB	Investigative	Inhibitor
T13260	D0U7RR	Investigative	Inhibitor
T84621	D0U7RR	Investigative	Inhibitor
T13260	D09YXV	Investigative	Inhibitor
T84621	D09YXV	Investigative	Inhibitor
T84621	D08PNF	Investigative	Inhibitor
T13260	D08PNF	Investigative	Inhibitor
T83813	D07GQP	Investigative	Inhibitor
T67162	D07GQP	Investigative	Inhibitor
T24983	D07GQP	Investigative	Inhibitor
T78709	D07GQP	Investigative	Inhibitor
T32060	D07GQP	Investigative	Inhibitor
T02551	D07GQP	Investigative	Inhibitor
T65864	D0Q8HM	Investigative	Inhibitor
T65864	D0M3CT	Investigative	Inhibitor
T12499	D0M3CT	Investigative	Inhibitor
T13260	D00VUO	Investigative	Inhibitor
T84621	D0N9PY	Investigative	Inhibitor
T13260	D0N9PY	Investigative	Inhibitor
T84621	D0Q3JZ	Investigative	Inhibitor
T13260	D0Q3JZ	Investigative	Inhibitor
T13260	D0AY4E	Investigative	Inhibitor
T13260	D0Y7RB	Investigative	Inhibitor
T52316	D0BH7S	Investigative	Inhibitor
T65864	D0BH7S	Investigative	Inhibitor
T84621	D04CLL	Investigative	Inhibitor
T46465	D0JI2X	Investigative	Inhibitor
T70309	D08SPJ	Investigative	Inhibitor
T46465	D07NFJ	Investigative	Inhibitor
T56923	D0J1XP	Investigative	Inhibitor
T46465	D08XLM	Investigative	Inhibitor
T92609	D09PIF	Investigative	Inhibitor
T53381	D09PIF	Investigative	Inhibitor
T29500	D09PIF	Investigative	Inhibitor
T44068	D03BZW	Investigative	Inhibitor
T52522	D03BZW	Investigative	Inhibitor
T67162	D07UUQ	Investigative	Inhibitor
T24983	D07UUQ	Investigative	Inhibitor
T22118	D07UUQ	Investigative	Inhibitor
T02551	D07UUQ	Investigative	Inhibitor
T06046	D06PFL	Investigative	Inhibitor
T57392	D0P2DU	Investigative	Inhibitor
T02551	D03GES	Investigative	Inhibitor
T24983	D03GES	Investigative	Inhibitor
T67162	D03GES	Investigative	Inhibitor
T94033	D02NHS	Investigative	Inhibitor
T27602	D02NHS	Investigative	Inhibitor
T10052	D02XHC	Investigative	Inhibitor
T58470	D02XHC	Investigative	Inhibitor
T06046	D0DI7W	Investigative	Inhibitor
T22118	D0WD6J	Investigative	Inhibitor
T67162	D0WD6J	Investigative	Inhibitor
T24983	D0WD6J	Investigative	Inhibitor
T02551	D0WD6J	Investigative	Inhibitor
T52227	D09QPT	Investigative	Inhibitor
T92072	D07HXL	Investigative	Inhibitor
T04820	D0UH0Q	Investigative	Inhibitor
T35640	D07XCA	Investigative	Inhibitor
T10513	D07XCA	Investigative	Inhibitor
T57011	D07XCA	Investigative	Inhibitor
T93262	D04JNZ	Investigative	Inhibitor
T49368	D04JNZ	Investigative	Inhibitor
T44861	D04JNZ	Investigative	Inhibitor
T40149	D04JNZ	Investigative	Inhibitor
T47107	D04JNZ	Investigative	Inhibitor
T72295	D04JNZ	Investigative	Inhibitor
T40276	D04JNZ	Investigative	Inhibitor
T12808	D04JNZ	Investigative	Inhibitor
T46185	D06VST	Investigative	Inhibitor
T28893	D06VST	Investigative	Inhibitor
T20709	D06VST	Investigative	Inhibitor
T67684	D06VST	Investigative	Inhibitor
T79961	D06VST	Investigative	Inhibitor
T02551	D0Q7FM	Investigative	Inhibitor
T67162	D0Q7FM	Investigative	Inhibitor
T12499	D02BUW	Investigative	Inhibitor
T29500	D0Q4PY	Investigative	Inhibitor
T53381	D0Q4PY	Investigative	Inhibitor
T92609	D0Q4PY	Investigative	Inhibitor
T24983	D0Q5IP	Investigative	Inhibitor
T67162	D0Q5IP	Investigative	Inhibitor
T02551	D0Q5IP	Investigative	Inhibitor
T24983	D03JOS	Investigative	Inhibitor
T67162	D03JOS	Investigative	Inhibitor
T29683	D0J3AO	Investigative	Inhibitor
T49898	D07HRP	Investigative	Inhibitor
T98459	D07HRP	Investigative	Inhibitor
T59626	D09QJS	Investigative	Inhibitor
T45262	D0C0AS	Investigative	Inhibitor
T29683	D09NBN	Investigative	Inhibitor
T16117	D03QMU	Investigative	Inhibitor
T02703	D03QMU	Investigative	Inhibitor
T02703	D0IR4Y	Investigative	Inhibitor
T16117	D0IR4Y	Investigative	Inhibitor
T33489	D00AON	Investigative	Inhibitor
T59626	D06IJI	Investigative	Inhibitor
T59328	D0G9KD	Investigative	Inhibitor
T59626	D0R9ED	Investigative	Inhibitor
T11072	D03MVY	Investigative	Inhibitor
T07806	D03MVY	Investigative	Inhibitor
T13260	D07IQG	Investigative	Inhibitor
T89041	D07IQG	Investigative	Inhibitor
T13260	D04CLL	Investigative	Inhibitor
T13260	D0AH1B	Investigative	Inhibitor
T84621	D04QPK	Investigative	Inhibitor
T13260	D04QPK	Investigative	Inhibitor
T13260	D0L1JF	Investigative	Inhibitor
T89041	D0L1JF	Investigative	Inhibitor
T13260	D0V3YH	Investigative	Inhibitor
T84621	D0V3YH	Investigative	Inhibitor
T13260	D05MQE	Investigative	Inhibitor
T84621	D05MQE	Investigative	Inhibitor
T84621	D0YS2F	Investigative	Inhibitor
T13260	D0YS2F	Investigative	Inhibitor
T13260	D05YNW	Investigative	Inhibitor
T84621	D02CSU	Investigative	Inhibitor
T89041	D02CSU	Investigative	Inhibitor
T13260	D02CSU	Investigative	Inhibitor
T89041	D03MKT	Investigative	Inhibitor
T84621	D03MKT	Investigative	Inhibitor
T13260	D03MKT	Investigative	Inhibitor
T13260	D09HOE	Investigative	Inhibitor
T84621	D09HOE	Investigative	Inhibitor
T89041	D09HOE	Investigative	Inhibitor
T84621	D0YD9J	Investigative	Inhibitor
T89041	D0YD9J	Investigative	Inhibitor
T13260	D0YD9J	Investigative	Inhibitor
T13260	D0F5YU	Investigative	Inhibitor
T89041	D0F5YU	Investigative	Inhibitor
T84621	D0F5YU	Investigative	Inhibitor
T89041	D09VPA	Investigative	Inhibitor
T84621	D09VPA	Investigative	Inhibitor
T13260	D0D9FR	Investigative	Inhibitor
T59102	D03HLH	Investigative	Inhibitor
T59328	D03HLH	Investigative	Inhibitor
T67162	D05BCJ	Investigative	Inhibitor
T24983	D05BCJ	Investigative	Inhibitor
T02551	D05BCJ	Investigative	Inhibitor
T59102	D05QMN	Investigative	Inhibitor
T59328	D05QMN	Investigative	Inhibitor
T22939	D0N1RQ	Investigative	Inhibitor
T72458	D00NOG	Investigative	Inhibitor
T45457	D00NOG	Investigative	Inhibitor
T76846	D00NOG	Investigative	Inhibitor
T57392	D0FQ1Z	Investigative	Inhibitor
T22118	D0B9DR	Investigative	Inhibitor
T24983	D0B9DR	Investigative	Inhibitor
T67162	D0B9DR	Investigative	Inhibitor
T02551	D0B9DR	Investigative	Inhibitor
T57392	D05ROV	Investigative	Inhibitor
T67103	D06LUT	Investigative	Inhibitor
T06046	D0Y8DZ	Investigative	Inhibitor
T52227	D0F2VL	Investigative	Inhibitor
T45457	D09UUC	Investigative	Inhibitor
T76846	D09UUC	Investigative	Inhibitor
T72458	D09UUC	Investigative	Inhibitor
T23355	D04XTP	Investigative	Inhibitor
T02551	D03JOS	Investigative	Inhibitor
T20251	D01PIU	Investigative	Inhibitor
T20709	D0U2IL	Investigative	Inhibitor
T79961	D0U2IL	Investigative	Inhibitor
T67684	D0U2IL	Investigative	Inhibitor
T28893	D0U2IL	Investigative	Inhibitor
T46185	D0U2IL	Investigative	Inhibitor
T30082	D0P5YS	Investigative	Inhibitor
T80975	D0E3HC	Investigative	Inhibitor
T53381	D08XTL	Investigative	Inhibitor
T92609	D08XTL	Investigative	Inhibitor
T29500	D08XTL	Investigative	Inhibitor
T67162	D0P0IX	Investigative	Inhibitor
T92609	D0P0IX	Investigative	Inhibitor
T24983	D0P0IX	Investigative	Inhibitor
T32060	D0P0IX	Investigative	Inhibitor
T22118	D0P0IX	Investigative	Inhibitor
T20709	D0P0IX	Investigative	Inhibitor
T53381	D0P0IX	Investigative	Inhibitor
T79961	D0P0IX	Investigative	Inhibitor
T46828	D0P0IX	Investigative	Inhibitor
T02551	D0P0IX	Investigative	Inhibitor
T67684	D0P0IX	Investigative	Inhibitor
T29500	D0P0IX	Investigative	Inhibitor
T36059	D07IYH	Investigative	Inhibitor
T24836	D0MQ6K	Investigative	Inhibitor
T59626	D0C2GW	Investigative	Inhibitor
T89041	D0GJ7J	Investigative	Inhibitor
T16117	D03ODQ	Investigative	Inhibitor
T02703	D03ODQ	Investigative	Inhibitor
T08856	D0K3RC	Investigative	Inhibitor
T34296	D0K3RC	Investigative	Inhibitor
T52450	D0K3RC	Investigative	Inhibitor
T40097	D0TO6S	Investigative	Inhibitor
T49898	D0TO6S	Investigative	Inhibitor
T47107	D0TO6S	Investigative	Inhibitor
T70977	D0TO6S	Investigative	Inhibitor
T65864	D0TO6S	Investigative	Inhibitor
T55729	D0TO6S	Investigative	Inhibitor
T12499	D0TO6S	Investigative	Inhibitor
T67619	D0TO6S	Investigative	Inhibitor
T98459	D0TO6S	Investigative	Inhibitor
T58970	D0TO6S	Investigative	Inhibitor
T64682	D0TO6S	Investigative	Inhibitor
T93262	D0TO6S	Investigative	Inhibitor
T79798	D0TO6S	Investigative	Inhibitor
T49368	D0TO6S	Investigative	Inhibitor
T72335	D0TO6S	Investigative	Inhibitor
T51282	D0TO6S	Investigative	Inhibitor
T62449	D0TO6S	Investigative	Inhibitor
T16117	D07MFH	Investigative	Inhibitor
T02703	D07MFH	Investigative	Inhibitor
T59328	D02ZRO	Investigative	Inhibitor
T52450	D0D7UA	Investigative	Inhibitor
T08856	D0D7UA	Investigative	Inhibitor
T34296	D0D7UA	Investigative	Inhibitor
T84621	D0D9FR	Investigative	Inhibitor
T89041	D0D9FR	Investigative	Inhibitor
T53748	D0MF5Y	Investigative	Inhibitor
T61317	D0MF5Y	Investigative	Inhibitor
T16514	D0MF5Y	Investigative	Inhibitor
T01943	D0MF5Y	Investigative	Inhibitor
T31595	D00RIX	Investigative	Inhibitor
T51565	D00RIX	Investigative	Inhibitor
T26623	D00RIX	Investigative	Inhibitor
T92521	D00RIX	Investigative	Inhibitor
T13260	D00RIX	Investigative	Inhibitor
T46521	D00RIX	Investigative	Inhibitor
T04820	D00RIX	Investigative	Inhibitor
T89361	D00RIX	Investigative	Inhibitor
T44011	D00RIX	Investigative	Inhibitor
T26623	D01UYI	Investigative	Inhibitor
T92521	D01UYI	Investigative	Inhibitor
T13260	D01UYI	Investigative	Inhibitor
T61317	D01UYI	Investigative	Inhibitor
T89361	D01UYI	Investigative	Inhibitor
T13260	D09HGK	Investigative	Inhibitor
T13260	D07ZYL	Investigative	Inhibitor
T52316	D02TYK	Investigative	Inhibitor
T23276	D02TYK	Investigative	Inhibitor
T16633	D0N4LH	Investigative	Inhibitor
T16633	D0S7YR	Investigative	Inhibitor
T16633	D0R0OX	Investigative	Inhibitor
T62974	D0R0OX	Investigative	Inhibitor
T16633	D0N2MA	Investigative	Inhibitor
T13644	D0N2MA	Investigative	Inhibitor
T16633	D0A1XX	Investigative	Inhibitor
T62974	D0A1XX	Investigative	Inhibitor
T53024	D02OJQ	Investigative	Inhibitor
T59102	D0YE1X	Investigative	Inhibitor
T53524	D0YE1X	Investigative	Inhibitor
T40332	D00TYW	Investigative	Inhibitor
T67162	D04JUJ	Investigative	Inhibitor
T92072	D03RFA	Investigative	Inhibitor
T13491	D03RFA	Investigative	Inhibitor
T25889	D03RFA	Investigative	Inhibitor
T77365	D03RFA	Investigative	Inhibitor
T86679	D03RFA	Investigative	Inhibitor
T36059	D03RFA	Investigative	Inhibitor
T94324	D0C0VP	Investigative	Inhibitor
T51191	D0C0VP	Investigative	Inhibitor
T65755	D0C0VP	Investigative	Inhibitor
T63816	D0C0VP	Investigative	Inhibitor
T22274	D0C0VP	Investigative	Inhibitor
T68547	D0C0VP	Investigative	Inhibitor
T28887	D0C0VP	Investigative	Inhibitor
T40332	D0PQ8B	Investigative	Inhibitor
T68547	D02VVU	Investigative	Inhibitor
T20251	D03NRJ	Investigative	Inhibitor
T02551	D0O7DA	Investigative	Inhibitor
T67162	D0O7DA	Investigative	Inhibitor
T28893	D0P0IX	Investigative	Inhibitor
T46185	D0P0IX	Investigative	Inhibitor
T24983	D06NTB	Investigative	Inhibitor
T67162	D06NTB	Investigative	Inhibitor
T02551	D06NTB	Investigative	Inhibitor
T38338	D08RJC	Investigative	Inhibitor
T51115	D08RJC	Investigative	Inhibitor
T54132	D08RJC	Investigative	Inhibitor
T74483	D08RJC	Investigative	Inhibitor
T43739	D08RJC	Investigative	Inhibitor
T24793	D08RJC	Investigative	Inhibitor
T34123	D08RJC	Investigative	Inhibitor
T92609	D0Z8OD	Investigative	Inhibitor
T53381	D0Z8OD	Investigative	Inhibitor
T23355	D01XUU	Investigative	Inhibitor
T76414	D01BQD	Investigative	Inhibitor
T62276	D01BQD	Investigative	Inhibitor
T76414	D04ZFH	Investigative	Inhibitor
T62276	D04ZFH	Investigative	Inhibitor
T76414	D00HET	Investigative	Inhibitor
T62276	D00HET	Investigative	Inhibitor
T88975	D09GTN	Investigative	Inhibitor
T94033	D0RQ2T	Investigative	Inhibitor
T27602	D0RQ2T	Investigative	Inhibitor
T01777	D0V3IT	Investigative	Inhibitor
T41580	D0V3IT	Investigative	Inhibitor
T11448	D0V3IT	Investigative	Inhibitor
T62276	D0T0GA	Investigative	Inhibitor
T02703	D0L9SL	Investigative	Inhibitor
T68547	D03XXI	Investigative	Inhibitor
T51191	D03XXI	Investigative	Inhibitor
T36059	D0G4WF	Investigative	Inhibitor
T34296	D00KSS	Investigative	Inhibitor
T08856	D00KSS	Investigative	Inhibitor
T36059	D06NRZ	Investigative	Inhibitor
T24836	D00KJP	Investigative	Inhibitor
T34296	D02PKO	Investigative	Inhibitor
T68547	D04LLD	Investigative	Inhibitor
T51191	D04LLD	Investigative	Inhibitor
T59328	D0B4PH	Investigative	Inhibitor
T13260	D01LOU	Investigative	Inhibitor
T79232	D02FXZ	Investigative	Inhibitor
T84486	D02FXZ	Investigative	Inhibitor
T13260	D0V8SM	Investigative	Inhibitor
T79232	D0Y1AJ	Investigative	Inhibitor
T84486	D0Y1AJ	Investigative	Inhibitor
T66665	D01SNR	Investigative	Inhibitor
T79232	D0M3BJ	Investigative	Inhibitor
